PuzzleId,FEN,Moves,Rating,Themes
05Xf8,2kr4/Qpq3pp/2p2p2/5P2/8/2P5/Pr4PP/4RR1K b - - 0 28,c7b6 a7a8 c8c7 e1e7 d8d7 e7d7 c7d7 f1d1,1187,attraction
0Eao1,8/1p6/7p/6p1/PP1k4/7P/3K2P1/8 w - - 1 57,d2c2 d4c4 b4b5 c4b4,1187,pawnEndgame
04bxb,6k1/6p1/8/P2p4/1P1P1P1r/2P1pb2/R3N3/5K2 w - - 1 43,a5a6 h4h1 e2g1 e3e2 a2e2 f3e2 f1e2 h1g1,1188,advancedPawn exposedKing pin
05FNp,8/p5pk/1p3r1p/3B1bq1/2P5/5QP1/P4P1P/4R1K1 w - - 1 26,e1e5 g5c1 g1g2 f5h3 g2h3 f6f3,1188,discoveredAttack
09aCO,r7/p1RR4/1p2r2p/2p3p1/5k2/5P2/PP3PKP/8 b - - 3 33,e6e2 d7f7 f4e5 c7e7 e5d4 e7e2,1188,skewer
01Kjm,8/KP2r1pk/5p2/7p/4b2P/3Q4/8/8 w - - 3 72,d3e4 e7e4 b7b8q e4a4 a7b7 a4b4 b7c8 b4b8,1189,skewer
06Myj,1r1k4/7R/2nNp3/1b1pP2P/2pP4/2p5/2P1BP2/3K4 b - - 2 33,c6d4 h7h8 d8d7 h8b8,1189,skewer
07et0,5k2/1r3p2/3P3p/2p2Kp1/2PbN3/p5PP/P2R2P1/8 w - - 3 41,d2d4 c5d4 c4c5 d4d3,1189,hangingPiece
082TZ,3r1bk1/4qpp1/3p3p/1QpP4/4nBP1/1PN4P/2P2P2/R5K1 w - - 5 27,a1e1 e4c3 e1e7 c3b5,1189,hangingPiece
08zLJ,r5k1/3bQ1pp/3pp3/p1p5/4P3/2NP3P/1q4P1/5R1K b - - 1 24,b2c3 e7f7 g8h8 f7f8 a8f8 f1f8,1189,backRankMate
09awU,6k1/pp1P2pp/6p1/2p1q3/2P5/1P3pr1/P4P2/R2Q2K1 w - - 0 27,f2g3 e5g3 g1f1 g3g2 f1e1 f3f2,1189,exposedKing
0BiXY,1r4k1/2pq1pp1/3p3p/8/4Q1P1/1pP2P1P/1P6/2K1R3 b - - 0 26,g8f8 e4h7 f7f6 h7h8 f8f7 h8b8,1189,skewer
0CYe0,8/1p3p2/1P4p1/2K1k2p/p7/6PP/1P3P2/8 b - - 1 40,e5e4 c5d6 e4d3 d6c7,1189,pawnEndgame
01dU7,6k1/5p1p/Q3p3/1p3q2/3r3P/P5P1/5P2/4R1K1 b - - 0 37,d4d2 a6c8 g8g7 c8c3 f5f6 c3d2,1190,fork
01mxD,rn3rk1/p1b2ppp/1p1qp3/3p2n1/1P1P4/PN1QPN2/5PPP/R3BRK1 w - - 6 17,b4b5 g5f3 g2f3 d6h2,1190,kingsideAttack
03by5,2r1Rk2/1Q4p1/p2P1ppn/2P2b1q/3B4/7P/PP3Pp1/4R1K1 b - - 2 24,c8e8 e1e8 f8e8 b7e7,1190,attraction
05CGh,4r1k1/5pp1/1p5p/p1n5/5Q2/2P5/PP3PPP/4N1K1 w - - 1 27,g1f1 e8e1 f1e1 c5d3 e1d2 d3f4,1190,attraction
00QBx,rn1qk2r/pb3ppp/5n2/2b5/7N/2N1p1P1/PP1PPP1P/R1BQKB1R w KQkq - 0 9,h4g2 e3f2,1191,advancedPawn mateIn1
00Zit,r3kb1r/ppp2pp1/3p4/1P2p3/2P3pn/2N1P2q/PB1P1P1N/R2Q1RK1 w kq - 0 15,d1g4 h4f3 h2f3 h3g4,1191,deflection kingsideAttack mateIn2
02GkM,1r1qkb1r/1p3ppp/4b3/p2pP3/P7/1Q6/1P3PPP/RNB2RK1 w k - 3 15,b1c3 d5d4 b3b5 e6d7 b5d3 d4c3,1191,defensiveMove
052Ai,5r2/p5p1/2Rpk2p/3n4/1P1PN3/1b5P/3B1P1K/8 b - - 2 36,f8d8 e4c5 e6f5 c5b3,1191,pin
08G86,8/p5p1/4p3/3pP2p/5PkP/K1P3P1/8/8 b - - 0 42,g4g3 f4f5 e6f5 e5e6 f5f4 e6e7,1191,pawnEndgame
0A5nM,8/p7/3k1p2/3p4/2pP1PPp/P5b1/2KB2N1/8 w - - 0 40,f4f5 h4h3 g2f4 h3h2 f4h5 h2h1q,1191,promotion
0AQCC,8/6R1/2p3kp/P1Pp1q2/3P4/3Q1P2/5K2/7q b - - 0 41,g6f6 g7f7 f6f7 d3f5,1191,attraction
00Ybq,2rr4/4kp2/p3p2q/1p3nNP/3PQP2/P1N5/1P3K2/6R1 b - - 0 34,d8d4 e4b7 d4d7 b7c8,1192,fork
09MNf,8/5p1k/6p1/7r/3N4/P2q4/1Q2nP1P/2KR4 w - - 11 40,d4e2 h5c5 e2c3 c5c3 b2c3 d3c3,1192,exposedKing
0CO9p,1r3bk1/8/pN1p1npp/P1pPp3/8/5KPP/1R3P2/2B5 b - - 3 42,f6d5 b6d5 b8b2 c1b2,1192,hangingPiece
00Y6y,5k2/5pp1/8/1p2N3/1P6/7P/3nR1P1/2r3K1 w - - 1 48,g1h2 d2f1 h2g1 f1g3 g1f2 g3e2,1193,discoveredAttack
01NfS,r3k2r/pp2bppp/2pQ4/2Bn4/6P1/3P4/PPP4P/1K2R1Nq b kq - 3 19,a8d8 e1e7 d5e7 d6e7,1193,mateIn2
023GF,5k2/R5pp/4pp2/8/2p5/1p2N1P1/1P3PKP/2r5 w - - 0 31,a7d7 c4c3 b2c3 b3b2,1193,advancedPawn
02EUf,6r1/1P6/2B5/8/3k3p/3pp2P/1R6/4K3 w - - 2 53,b7b8q g8g1,1193,mateIn1
043c7,8/6K1/5p1p/5P1P/4pkP1/8/8/8 w - - 0 59,g7f6 e4e3 f6g7 e3e2 f5f6 e2e1q,1193,advancedPawn pawnEndgame promotion
0EGlr,8/1K6/3k2p1/1pp3P1/1P6/P7/8/8 w - - 0 53,b7b6 c5c4 b6b5 c4c3 b5c4 c3c2,1193,pawnEndgame
01tZ5,1r2n1r1/2q2ppk/2pb1B2/1p2pN1p/4P3/4Q1RP/PP3PP1/R5K1 b - - 1 25,e8f6 g3g7 g8g7 e3h6 h7g8 h6g7,1194,attraction fork
02WQZ,5rk1/3P1pbp/q3p1p1/r2p4/1Q3P2/N1P1B3/PP4PP/R5K1 b - - 2 23,a5a4 b4f8 g7f8 d7d8q,1194,advancedPawn kingsideAttack promotion
03Vlf,1kr5/1p1q1pp1/p2bb2p/8/3N4/3QP3/PP1B1PPP/3R2K1 w - - 0 24,d4e6 d6h2 g1h2 d7d3,1194,discoveredAttack kingsideAttack
099qG,1r3rk1/ppp3pp/6p1/3Q4/8/2P1PPq1/PP4P1/2KR3R b - - 0 19,g8h8 h1h7 h8h7 d1h1 g3h2 h1h2,1194,attraction
00ICz,2k2rr1/1p1q3p/1p2p3/1NbpQ3/P1p2P2/6P1/6KP/R4R2 b - - 0 31,f8f5 b5a7 c8d8 e5b8 d8e7 b8g8,1195,skewer
01q7V,2r3k1/p4ppp/R1B1b3/2P5/4p3/2b1P3/4KPPP/7R w - - 6 26,h1c1 e6c4 e2d1 c4a6 c1c3 c8c6,1195,fork
02TLp,8/8/5p2/1p5p/2k1Kp2/P5P1/7P/8 w - - 0 36,g3f4 c4b3 e4f5 b3a3 f5f6 b5b4 f6e7 b4b3 f4f5 b3b2 f5f6 b2b1q,1195,advancedPawn pawnEndgame promotion
03mei,r1bk3r/ppp2ppp/8/8/8/4P1P1/PP1P1bBP/R1Bn1K1R b - - 0 11,h8e8 f1e2 c8g4 g2f3,1195,defensiveMove
04j3z,r5k1/3n1p1p/4p3/1R2P3/2qPNp2/2p4P/2Q2PP1/6K1 w - - 2 25,b5b7 a8a1 b7b1 a1b1 c2b1 c3c2,1195,advancedPawn
05HSP,8/5R1p/3BP1p1/6P1/2p4r/2Pnk3/8/3K4 w - - 1 52,e6e7 h4h1 f7f1 h1f1 d1c2 f1c1,1195,exposedKing
00TQf,4r1k1/p1R1n2p/4N3/5rK1/8/6PP/P3R3/8 w - - 3 46,g5g4 h7h5 g4h4 e7g6,1196,mateIn2
012K5,8/3Q1kpp/8/3K4/6P1/8/7P/q7 b - - 9 46,f7g6 d7f5 g6h6 f5h5,1196,mateIn2
03Ekd,8/8/4nk2/5p1p/8/5NKP/6P1/8 b - - 11 66,e6g5 f3g5 f6g5 h3h4 g5f6 g3f4,1196,attraction
04btL,2kr1b1r/1p6/2p1qN2/3pP3/3P3n/1Q5p/1n5K/2RB1R2 b - - 1 35,b2c4 d1g4 e6g4 f6g4,1196,pin
04hnN,6k1/4bppp/1pQ5/2p1N3/3pP3/3q3P/1r3PPK/r7 b - - 1 37,d3a6 c6e8 e7f8 e8f7 g8h8 f7f8,1196,deflection
083Vf,3r2k1/6pp/p4n2/1p6/4b3/1N3B2/PPp2PPP/2R3K1 w - - 4 25,f3e4 d8d1 c1d1 c2d1q,1196,promotion
0Mma2,r4rk1/6pn/1p1p3p/pPpPp2R/Pn2PqP1/1Q3P2/1P1R4/2KB1N2 b - - 1 24,h7f6 h5f5 f6d7 f5f4,1196,trappedPiece
004LZ,8/7R/5p2/p7/7P/2p5/3k2r1/1K2N3 w - - 3 48,e1g2 c3c2 b1a2 c2c1q h7d7 d2e2,1197,advancedPawn defensiveMove deflection promotion
00ZSd,2R5/5pk1/pb4p1/1p1q4/3P1P1p/P3r2P/1PQ3P1/3R2K1 w - - 6 45,g1h1 e3h3 h1g1 b6d4 d1d4 d5d4,1197,pin
04QLZ,8/8/4k3/K4p2/4P2p/6pP/P5P1/8 b - - 0 43,f5e4 a5b4 e6d5 b4c3,1197,defensiveMove pawnEndgame
0C15U,1n1q1rk1/2p2ppp/3b4/1r2p3/4Q3/P3PP2/1B4PP/1R2K1NR b K - 1 15,d6a3 b2a3 b5b1 e4b1,1197,hangingPiece
04wkA,1k6/1pq2pp1/p5p1/3Q2P1/7r/4R3/PPP5/2K5 b - - 1 26,h4h2 e3e8 b8a7 d5d4 c7b6 e8a8 a7a8 d4b6 h2h1 c1d2,1198,deflection
0ABBc,4r1k1/pp2qppp/8/8/1nPr2Q1/N7/PP3PPP/R4K1R w - - 0 16,g4d4 e7e2 f1g1 e2e1 a1e1 e8e1,1198,backRankMate
01Vrb,2k5/pp4pp/4pr2/2qpNn2/8/2P3P1/PP4PP/R2Q1R1K w - - 2 20,e5d3 f5g3 h2g3 f6h6 d1h5 h6h5,1199,kingsideAttack
09yqH,r2q1rk1/1b1pnpbp/p3p1p1/1p6/3BPP2/2P2N2/PP1QB1PP/R4RK1 b - - 0 15,b7e4 d4g7 g8g7 d2d4 g7g8 d4e4,1199,attraction
0B9iA,2r1brk1/6p1/4p1P1/ppbp1p1R/5B1q/2PBP2P/PP6/2KQ4 b - - 4 24,h4f2 h5h8 g8h8 d1h5 h8g8 h5h7,1199,attraction
01Pe4,r2qkb1r/1b3ppp/p1p1p3/2ppN3/4nPP1/1P2P3/PBPP3P/RN1QK2R w KQkq - 2 10,d2d3 d8h4 e1f1 h4f2,1200,mateIn2
08RMU,8/8/bK6/P7/2p2k2/2P5/8/8 b - - 1 45,f4e4 b6a6 e4d3 a6b5 d3c3 a5a6 c3d3 a6a7 c4c3 a7a8q,1200,hangingPiece promotion
01m5k,4r1k1/pp2rp1p/5Rp1/1q6/8/1P4Q1/P4PPP/5RK1 w - - 1 22,a2a4 b5f1 g1f1 e7e1,1201,attraction mateIn2
03jNq,r1b2rk1/5p2/p2pp1p1/1pq1n1bP/4P3/1NNB2Q1/PPP5/2K2R1R w - - 0 20,g3g5 e5d3 c2d3 c5g5,1201,discoveredAttack
0A5Iq,r1bq2kr/ppp3b1/2np1n1p/7B/3PpQ1B/2P1P3/PP1N1PPP/R3K2R w KQ - 2 16,d2e4 f6h5 h4d8 h5f4,1201,hangingPiece
0Im0P,8/4N1pk/2p4p/4P3/1P2P3/1KR4P/r7/r7 w - - 3 34,e7c6 a2a3 b3c4 a3c3 c4c3 a1c1 c3d4 c1c6,1201,skewer
01hmS,r4rk1/p4ppp/Q7/3pb3/1B1Np2q/P3P3/4BPK1/1RR5 w - - 3 26,b4f8 h4h2 g2f1 h2h1,1202,mateIn2
03eks,5r1k/p5pp/1p3q2/2pBp3/2PpP1Qn/PP6/2K4R/8 b - - 1 30,h4g6 h2h7 h8h7 g4h5,1202,attraction
04O8q,r3r3/1b2qpkp/p2p2n1/1ppPpQ2/4P1P1/1BP4R/PP3PP1/R5K1 b - - 4 27,e7f6 h3h7 g7h7 f5f6,1202,deflection
0TCAd,2r1r1k1/3Q1p1p/p2p2p1/3P2B1/1p3P2/3N4/Pbq3PP/K3R2R w - - 0 25,d3b2 e8e1 h1e1 c2c1 e1c1 c8c1,1202,backRankMate
009J1,rn2k2r/pp2bp1p/2p1pNp1/6B1/5P2/7P/PPP4P/2K1RR2 b - - 3 17,e8f8 g5h6,1203,mateIn1
03Qx8,8/6k1/6p1/8/3Pp1P1/R7/4K3/6r1 w - - 1 48,e2e3 g1g3 e3f4 g3a3,1203,rookEndgame skewer
04YaR,5rk1/7p/p1p5/3pB1q1/3P2p1/2PB1rQb/PP2RPpP/4R1K1 w - - 4 32,d3h7 g8h7 e5d6 f3g3,1203,hangingPiece trappedPiece
05ad4,r3k1nr/pp1n1pb1/1qp3p1/4p2p/4P1b1/2NP1N1P/PPP1B1P1/R1BQ1R1K w kq - 0 11,h3g4 h5g4 f3h2 g4g3,1203,discoveredAttack
067sz,5qk1/pp4p1/6Q1/6N1/1bPp4/3n4/PP4PP/R3r1K1 w - - 3 27,a1e1 f8f2 g1h1 f2e1,1203,backRankMate
0Ar8z,r4rk1/2q2pp1/2nbpn1p/pp1p4/3P4/P1P1NB1P/1PQB1PP1/R4RK1 b - - 0 16,c6d4 c3d4 c7c2 e3c2,1203,hangingPiece
001xl,8/4R1k1/p5pp/3B4/5q2/8/5P1P/6K1 b - - 5 40,g7f6 e7f7 f6e5 f7f4,1204,skewer
01Cq8,r2r1k2/5p1p/p4p2/1pP1p3/3Nb3/P3P3/1P3PPP/2RR2K1 w - - 0 20,d4b3 d8d1 c1d1 e4c2 d1d6 c2b3,1205,fork
01osm,7r/pp2Rp2/1n4pk/4Q3/3N2q1/8/PP3PPP/5bK1 w - - 4 29,g1f1 g4d1 e5e1 d1d4 e1e3 d4e3,1205,deflection
0AY1c,6k1/1p5r/2p5/p1P2Np1/6r1/1PQ5/5R2/3K4 w - - 4 36,f2h2 g4g1 c3e1 g1e1 d1e1 h7h2,1205,exposedKing
044fo,8/2k5/2b1P3/8/P1B2r2/1KP5/1P6/3R4 w - - 3 56,c4d5 c6a4 b3a3 a4d1,1206,skewer
00SgB,b3rrk1/qn2R3/1p3ppp/1P1p4/1Q1PnB2/P3P3/4BPPP/5RK1 b - - 0 28,e8e7 b4e7 f8f7 e7e8 g8g7 f4h6,1207,exposedKing kingsideAttack
01bwq,r1b2k1r/pppq1ppp/1n6/1B1PQ1B1/8/2P5/P4PPP/R3K2R b KQ - 2 15,d7d6 e5e8,1207,mateIn1
0A4iH,8/7k/1p4p1/p1p2p1p/P7/1P1r1P1P/4K1P1/1R6 b - - 1 42,d3c3 e2d2 c3f3 g2f3,1207,trappedPiece
00tZP,r2qk2r/1p3ppp/8/2pPPn2/1pPn2b1/3Q1NP1/PP3PBP/RN3RK1 w kq c6 0 14,d5c6 d4f3 d3f3 g4f3,1209,kingsideAttack
00Bul,rnbqk2r/pp3ppp/5n2/3pN3/2B5/2P5/P1PPQPPP/R1B1K2R b KQkq - 1 8,d5c4 e5c6 c8e6 c6d8,1210,discoveredAttack
00xsd,r1bqkb1r/1p1npp1p/p2p1np1/6B1/3N4/3BP3/PPP2PPP/RN1QK2R w KQkq - 0 8,c2c4 d8a5 b1c3 a5g5,1210,fork
053Uv,8/p5pp/1p1R4/1P1P4/1P3k2/2K5/3r4/8 b - - 2 44,f4e3 d6e6 e3f4 c3d2,1210,deflection rookEndgame
0HBtD,8/pp5k/4Rrp1/3p1p1p/7Q/8/q5PP/7K w - - 0 33,h4f6 a2b1 e6e1 b1e1,1210,backRankMate
00cy1,2rknb2/3q1pp1/p1pP3r/1pQ1P2p/5P2/1P4P1/PB4K1/3R4 b - - 0 27,h5h4 c5b6 e8c7 d6c7,1211,advancedPawn pin
01YpY,2r3k1/5ppp/1p3n2/2q1p3/2BN4/5P2/PQ4PP/2R3K1 b - - 2 32,c5d4 b2d4 e5d4 c4f7 g8f7 c1c8,1211,discoveredAttack
02I5f,rr2k3/2p2PQ1/2n5/2n1p1p1/2Pp4/p2P4/P4PK1/8 b - - 0 39,e8d8 f7f8r,1211,advancedPawn mateIn1 promotion
0CARY,6R1/1pr5/p5Bk/5p1P/P3bK2/8/8/8 b - - 3 46,e4c2 g8h8 h6g7 h8h7 g7f6 h7c7,1211,exposedKing skewer
04coX,6k1/1p1b1pp1/p2P3p/8/3P2P1/1P5P/1r3P2/2R3K1 b - - 2 28,d7c6 c1c6 b7c6 d6d7,1212,advancedPawn
0Ul8J,5rk1/p4qpp/2Q5/4p1b1/3pP3/P7/1PPB2PP/R5K1 w - - 1 22,d2g5 f7f2 g1h1 f2f1 a1f1 f8f1,1212,backRankMate
03726,r3q2k/6b1/p5pp/1nQ1Nr2/5P2/2P5/PP4PP/R3R1K1 b - - 0 23,a8c8 e5g6 e8g6 c5c8,1213,deflection kingsideAttack
04hIv,3r2k1/p3bppp/b1p2n2/2P1p3/1p2P3/1N3P2/PP4PP/RNB3K1 w - - 0 17,c1e3 d8d1 g1f2 d1f1,1214,kingsideAttack
03Xd6,r1b1r3/ppp2p2/3pk3/4n1B1/8/2N4Q/Pq4PK/5R2 b - - 9 28,f7f5 h3f5,1215,mateIn1
08Sd9,8/B2k4/8/1P1P1pp1/6np/8/4K2P/8 b - - 0 57,g4h2 b5b6 d7c8 d5d6 h2g4 d6d7 c8d7 b6b7,1215,exposedKing
00Us6,3r1rk1/p3R2p/2p2p2/1pPq4/1n1P1P2/6P1/1B2Q2P/2K1R3 b - - 3 32,d5b3 e2g4 g8h8 g4g7,1216,kingsideAttack mateIn2
04ZkB,5Q2/3q3k/p1rP1pp1/1p2b2p/1B6/P6P/6P1/3R3K b - - 4 34,a6a5 f8e7 d7e7 d6e7,1216,advancedPawn
09FV3,4r3/7p/6p1/1p1k1p2/1PpP1P2/7P/3K1P2/3R4 b - - 6 35,d5d4 d2c2 d4e4 d1e1 e4f4 e1e8,1216,rookEndgame skewer
07987,8/5p2/5kp1/5PPp/5K2/7P/8/8 b - - 0 65,f6g7 f5f6 g7f8 f4e5 f8e8 e5d6,1217,defensiveMove pawnEndgame
054x7,r2n4/pbp1N2k/1p2p2p/8/4P3/3B2R1/PPP5/1K6 b - - 7 27,h7h8 g3g8 h8h7 e4e5 b7e4 d3e4,1218,discoveredAttack exposedKing
05qAk,r2qk2r/pbp1p1b1/1pnp2p1/4P1pP/3P3p/2N1QP2/PPP4P/2KR1BNR w kq - 0 13,e3g5 g7h6 g5h6 h8h6,1218,pin
062ao,3r4/7p/8/R1N2bk1/2p5/2P5/PP2r1PP/2K4R w - - 1 29,h1d1 e2c2 c1b1 d8d1,1218,deflection
07zSM,5r1k/6pp/6p1/3Q2P1/2B4q/pP6/Pb6/1K5R b - - 1 39,h4f4 h1h7 h8h7 d5h1 f4h2 h1h2,1218,attraction
074ux,5rk1/6p1/p2Np1Qp/8/5Pn1/P5Pq/1P3P1P/2R3K1 w - - 9 28,d6e4 h3h2 g1f1 h2h1 f1e2 h1c1,1219,skewer
0HJPY,1r3r1n/p5k1/1p2p1p1/5bP1/3P3R/2P5/PP6/2K4R b - - 5 31,a7a5 h4h7 g7g8 h7h8 g8f7 h1h7 f7e8 h8f8 e8f8 h7h8 f8e7 h8b8,1219,skewer
0Hxpz,rn1qk1nr/pbpp1ppp/1p1bp3/4N3/3P1B2/4P3/PPP2PPP/RN1QKB1R b KQkq - 4 5,f7f6 d1h5 g7g6 e5g6 h7g6 h5h8,1220,trappedPiece
00f1Y,1r6/p2n1pkp/4p1p1/2Np4/1r6/1P1K1P1P/P3R1P1/2R5 b - - 5 36,b8c8 c5e6 f7e6 c1c8,1221,discoveredAttack
02Yk7,4r1k1/1q6/7b/5r1p/3p4/R2Np1P1/1P2Q2P/4R1K1 w - - 4 42,e1f1 f5f1 e2f1 e3e2,1221,advancedPawn
060Q4,4q1k1/pp5p/4rQp1/3pn3/8/2PB3P/PP4P1/4R2K w - - 2 25,f6f4 e5d3 e1e6 e8e6,1221,hangingPiece
067E4,8/5p2/p1k1p3/Pp2Pp1p/1P1K3P/8/6P1/8 b - - 0 42,c6b7 d4c5 b7c7 g2g3 f7f6 e5f6,1221,pawnEndgame
03Bwi,2k4r/p1p3b1/Pp1p4/1P1P1b1p/2B1rBp1/6P1/5P1P/2R2RK1 w - - 1 23,c4d3 e4f4 g3f4 f5d3,1222,discoveredAttack
05E1y,5r1k/p3Nppp/1p1Np3/1Pr1P3/5q1P/2P2bQ1/P5P1/3R2K1 b - - 1 31,f4g3 d6f7 f8f7 d1d8 f7f8 d8f8,1222,backRankMate
00qX2,1r2r2k/Q1R4p/4q1p1/4Bb2/8/8/PP3PPP/3R2K1 b - - 0 28,e6e5 c7h7 h8g8 a7f7,1223,mateIn2
02Ub7,2r2nk1/pb4pp/1p2p3/3pP1q1/3P4/1P3QP1/P2N2B1/5RK1 b - - 1 23,b7a6 f3f7 g8h8 f7f8 c8f8 f1f8,1223,backRankMate deflection
0BKS2,8/pp6/4k1p1/4P3/2K3p1/PP2R1P1/5r2/8 w - - 1 37,c4d3 f2f3 d3e4 f3e3 e4e3 e6e5,1223,exposedKing
0BfX4,1Q1k3r/2r2ppp/3p4/3P4/2q5/P1P5/7P/K1R5 b - - 4 27,c7c8 b8d6 d8e8 c1e1 c4e2 e1e2,1223,exposedKing
06cZu,3Q4/p4pp1/1p2p1qk/8/5nP1/5N2/P4P1K/8 b - - 10 40,g6g4 d8h8 h6g6 f3e5 g6f6 e5g4,1224,exposedKing
0BmZC,2k4r/ppp2Qp1/8/4P3/6rp/2P3Bq/PP3P2/3R1RK1 b - - 0 21,h4g3 f7d7 c8b8 d7d8 h8d8 d1d8,1224,backRankMate
0COYv,6k1/4n1pN/4pp2/p2p4/P2P4/4P3/2r1nPPP/R3R1K1 w - - 0 27,e1e2 c2e2 h7f6 g7f6,1225,trappedPiece
01HI3,Q3R3/1R3ppk/7p/8/2p5/2P5/1Pr4r/4K3 w - - 3 54,b7f7 c2c1,1226,mateIn1
01uDg,1q2nr1k/5p1p/4NP2/p7/5p1Q/4R3/1PP3PP/1K6 b - - 0 32,f4e3 e6f8 e8f6 h4f6,1226,hangingPiece
03ytg,5k2/ppp2qp1/8/3p2B1/3P4/2P3nP/PPQ3P1/6K1 w - - 3 25,c2f2 f7f2 g1f2 g3e4 f2f3 e4g5,1226,attraction
043HS,8/1r3p2/2k3p1/4p2p/1PK5/8/5PPP/3R4 w - - 2 44,d1d5 b7b4 c4b4 c6d5,1226,deflection rookEndgame
0PsPK,6k1/5ppp/R1N2n2/3p4/2q5/2P4P/1B1QrbPK/8 b - - 1 30,e2d2 a6a8 f6e8 a8e8,1226,backRankMate
02VAg,r3r1k1/1bqp1pbp/p1n3p1/1pNpP3/3p1B2/P4N2/1PP1QPPP/4RRK1 b - - 5 16,d7d6 e5d6 e8e2 d6c7,1227,advancedPawn
03Qdr,r6r/1p1kbpp1/6p1/p1pp4/6P1/P2P3P/1PP2PK1/R1B1R3 b - - 3 19,h8h4 e1e7 d7e7 c1g5 e7d7 g5h4,1227,attraction exposedKing
04Zsc,8/6p1/3p2kp/3P4/4P1P1/2b4P/2K5/8 b - - 0 49,g6f6 c2c3 f6e5 c3d3,1227,defensiveMove hangingPiece
050qo,r4rk1/2pq1ppp/pbn3b1/1p1NP3/6P1/5N1P/PP3P2/R1BQR1K1 b - - 0 17,f8e8 d5f6 g7f6 d1d7,1227,discoveredAttack
08j5B,1r6/6p1/7p/8/4k3/7P/1pK2PP1/1R6 w - - 10 45,b1b2 b8b2 c2b2 e4d3,1227,defensiveMove rookEndgame
03XdS,4rk2/ppp2p1p/2qp4/8/8/3K4/PPPP1Q1P/R1B3N1 w - - 0 17,c2c3 c6e4,1228,mateIn1
0652D,r1b2rk1/1pp2ppp/p6q/3N4/4PPn1/P2B2P1/1PP3P1/R2QR1K1 w - - 1 19,g1f1 h6h1 f1e2 h1g2,1228,deflection
08USp,r4r2/pp1b1p1k/4q1p1/7p/4P2P/3B4/P2Q1PP1/2B1K2R b K - 1 22,d7c6 d2h6 h7g8 c1b2,1228,defensiveMove
0HTsP,B2k4/p1pn1q1p/3p1n2/8/6b1/3P4/PPP2KPP/RNB1R3 w - - 1 17,b1c3 f6e4 f2g1 f7f2 g1h1 f2e1,1228,backRankMate
00AhO,r1b2rk1/2q2p1p/1p2pbp1/pP6/2P1Q3/P2B1N2/5PPP/3R1RK1 w - - 0 20,e4a8 c8b7 a8a7 f8a8 a7a8 b7a8,1229,trappedPiece
021YZ,1r4r1/p1kq1p2/3pb3/p2Bp2p/2P3np/P1QPP1P1/5P2/1R2R1K1 b - - 4 23,e6d5 c4d5 c7d8 b1b8,1229,discoveredAttack
0CZsI,8/8/1KQ5/8/1p2k3/8/8/1q6 b - - 3 58,e4d3 c6g6 d3d4 g6b1,1229,skewer
094TE,8/6p1/4p3/p7/5Pp1/1P3kP1/P1K4P/8 w - - 1 39,b3b4 a5b4 c2b3 f3g2 b3b4 g2h2 a2a4 h2g3 a4a5 g3f4 a5a6 g4g3 a6a7 g3g2 a7a8q g2g1q,1230,pawnEndgame promotion
09IbS,8/8/R6p/7k/6p1/2r4P/6PK/3R4 w - - 0 34,d1d6 g4g3 h2g1 c3c1 d6d1 c1d1,1230,rookEndgame
0O9a2,2bq1r2/p2p1nkp/4p1p1/r1p1Pp2/1Q3P2/1BP4P/PP2N1P1/R4R1K w - - 0 27,b4c4 c8a6 c4a6 a5a6,1230,trappedPiece
02RSU,r1r3k1/p4ppp/8/4P3/3PQnq1/5N2/P4PPP/R4RK1 w - - 5 22,g2g3 f4h3 g1g2 g4e4,1231,discoveredAttack kingsideAttack
05mKc,r1b1k1nr/pp6/2n5/2ppq1P1/8/4PQP1/PPPN2B1/R4RK1 b kq - 0 16,c8e6 f3f8 e8d7 f8a8,1232,skewer
0B2sj,8/8/p6p/5kp1/1P6/4K3/P7/8 b - - 0 48,f5g4 a2a4 g4f5 b4b5 a6a5 b5b6,1232,pawnEndgame
0TEIq,2rr4/pp3kp1/2q1p2p/8/1Q6/6P1/PP3PP1/1K1RR3 w - - 8 29,d1d8 c6c2 b1a1 c2c1 e1c1 c8c1,1232,backRankMate
009wR,1R2R3/p7/1p1k3p/1Pb5/P5p1/6P1/5rKP/8 w - - 6 41,g2h1 f2f1 h1g2 f1g1,1234,mateIn2
07nXE,8/R7/P1k4P/2Pp4/3Pb3/4P1K1/rp3P2/2R5 w - - 0 46,c1g1 a2a1 g1a1 b2a1q,1234,promotion
0FAGI,r1r3k1/pQ3p2/2N1pq1p/3p1np1/3P4/7P/P4PP1/R3R1K1 b - - 0 25,f5d4 c6e7 g8g7 e7c8 a8c8 b7c8,1234,trappedPiece
02BgN,6k1/p2R4/6p1/5p2/4bP2/r1K5/P3R3/8 w - - 4 41,c3d4 a3d3 d4c4 d3d7,1235,skewer
07I7d,r3kb1r/pppq1ppp/2n1b3/3np3/2B5/P1NP1N2/1PP2PPP/R1BQK2R w KQkq - 1 8,f3e5 c6e5 c4d5 e6d5 c3d5 d7d5,1235,hangingPiece
0252h,r2qkb1r/p5pp/2p1p3/3p1n2/3P4/2P2Q1P/PP4P1/RNB2RK1 b kq - 3 16,f5h4 f3f7,1236,mateIn1
